rule_id,contract,instrument,exchange,effective_from,effective_to,trade_type,fee_per_lot,fee_rate,fee_rate_unit,source_type,source_url,announcement_date,is_proxy,notes
FEE-000847,JD2601.DCE,JD,DCE,2025-11-17,2025-12-17,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000851,JD2602.DCE,JD,DCE,2025-12-18,2025-12-31,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000852,JD2602.DCE,JD,DCE,2025-12-18,2025-12-31,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000850,JD2602.DCE,JD,DCE,2025-12-18,2025-12-31,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000854,JD2603.DCE,JD,DCE,2026-01-05,2026-02-11,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000855,JD2603.DCE,JD,DCE,2026-01-05,2026-02-11,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000853,JD2603.DCE,JD,DCE,2026-01-05,2026-02-11,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000857,JD2604.DCE,JD,DCE,2026-02-12,2026-03-04,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000858,JD2604.DCE,JD,DCE,2026-02-12,2026-03-04,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000856,JD2604.DCE,JD,DCE,2026-02-12,2026-03-04,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000860,JD2605.DCE,JD,DCE,2026-03-05,2026-04-08,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000861,JD2605.DCE,JD,DCE,2026-03-05,2026-04-08,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000859,JD2605.DCE,JD,DCE,2026-03-05,2026-04-08,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000863,JD2606.DCE,JD,DCE,2026-04-09,2026-05-14,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000864,JD2606.DCE,JD,DCE,2026-04-09,2026-05-14,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000862,JD2606.DCE,JD,DCE,2026-04-09,2026-05-14,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000866,JD2607.DCE,JD,DCE,2026-05-15,2026-06-12,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000867,JD2607.DCE,JD,DCE,2026-05-15,2026-06-12,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000865,JD2607.DCE,JD,DCE,2026-05-15,2026-06-12,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000869,JD2608.DCE,JD,DCE,2026-06-15,2026-07-14,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000870,JD2608.DCE,JD,DCE,2026-06-15,2026-07-14,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000868,JD2608.DCE,JD,DCE,2026-06-15,2026-07-14,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000872,JD2609.DCE,JD,DCE,2026-07-15,2026-08-07,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000873,JD2609.DCE,JD,DCE,2026-07-15,2026-08-07,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000871,JD2609.DCE,JD,DCE,2026-07-15,2026-08-07,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000875,JD2610.DCE,JD,DCE,2026-08-10,2026-08-31,close_non_today,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000876,JD2610.DCE,JD,DCE,2026-08-10,2026-08-31,close_today,1.5,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000874,JD2610.DCE,JD,DCE,2026-08-10,2026-08-31,open,1.5,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-002087,*,LH,DCE,1900-01-01,2099-12-31,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-002088,*,LH,DCE,1900-01-01,2099-12-31,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-002086,*,LH,DCE,1900-01-01,2099-12-31,open,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_latest_instrument,https://tushare.pro/document/2?doc_id=141,,True,合约/日期缺失时采用该品种最新Tushare标准，明确标记代理。
FEE-000878,LH2109.DCE,LH,DCE,2021-01-08,2021-08-18,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000879,LH2109.DCE,LH,DCE,2021-01-08,2021-08-18,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000877,LH2109.DCE,LH,DCE,2021-01-08,2021-08-18,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000881,LH2201.DCE,LH,DCE,2021-08-19,2021-12-10,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000882,LH2201.DCE,LH,DCE,2021-08-19,2021-12-10,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000880,LH2201.DCE,LH,DCE,2021-08-19,2021-12-10,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000884,LH2203.DCE,LH,DCE,2021-12-13,2022-02-07,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000885,LH2203.DCE,LH,DCE,2021-12-13,2022-02-07,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000883,LH2203.DCE,LH,DCE,2021-12-13,2022-02-07,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000887,LH2205.DCE,LH,DCE,2022-02-08,2022-04-18,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000888,LH2205.DCE,LH,DCE,2022-02-08,2022-04-18,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000886,LH2205.DCE,LH,DCE,2022-02-08,2022-04-18,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000890,LH2209.DCE,LH,DCE,2022-04-19,2022-08-05,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000891,LH2209.DCE,LH,DCE,2022-04-19,2022-08-05,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000889,LH2209.DCE,LH,DCE,2022-04-19,2022-08-05,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000893,LH2301.DCE,LH,DCE,2022-08-08,2022-12-14,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000894,LH2301.DCE,LH,DCE,2022-08-08,2022-12-14,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000892,LH2301.DCE,LH,DCE,2022-08-08,2022-12-14,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000896,LH2303.DCE,LH,DCE,2022-12-15,2023-02-10,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000897,LH2303.DCE,LH,DCE,2022-12-15,2023-02-10,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000895,LH2303.DCE,LH,DCE,2022-12-15,2023-02-10,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000899,LH2305.DCE,LH,DCE,2023-02-13,2023-04-13,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000900,LH2305.DCE,LH,DCE,2023-02-13,2023-04-13,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000898,LH2305.DCE,LH,DCE,2023-02-13,2023-04-13,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000902,LH2307.DCE,LH,DCE,2023-04-14,2023-05-23,close_non_today,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000905,LH2307.DCE,LH,DCE,2023-05-24,2023-06-01,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000903,LH2307.DCE,LH,DCE,2023-04-14,2023-05-23,close_today,2.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000906,LH2307.DCE,LH,DCE,2023-05-24,2023-06-01,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000901,LH2307.DCE,LH,DCE,2023-04-14,2023-05-23,open,2.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000904,LH2307.DCE,LH,DCE,2023-05-24,2023-06-01,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000908,LH2309.DCE,LH,DCE,2023-06-02,2023-08-03,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000909,LH2309.DCE,LH,DCE,2023-06-02,2023-08-03,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000907,LH2309.DCE,LH,DCE,2023-06-02,2023-08-03,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000911,LH2311.DCE,LH,DCE,2023-08-04,2023-10-11,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000912,LH2311.DCE,LH,DCE,2023-08-04,2023-10-11,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000910,LH2311.DCE,LH,DCE,2023-08-04,2023-10-11,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000914,LH2401.DCE,LH,DCE,2023-10-12,2023-12-07,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000915,LH2401.DCE,LH,DCE,2023-10-12,2023-12-07,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000913,LH2401.DCE,LH,DCE,2023-10-12,2023-12-07,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000917,LH2403.DCE,LH,DCE,2023-12-08,2024-02-19,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000918,LH2403.DCE,LH,DCE,2023-12-08,2024-02-19,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000916,LH2403.DCE,LH,DCE,2023-12-08,2024-02-19,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000920,LH2405.DCE,LH,DCE,2024-02-20,2024-04-03,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000921,LH2405.DCE,LH,DCE,2024-02-20,2024-04-03,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000919,LH2405.DCE,LH,DCE,2024-02-20,2024-04-03,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000923,LH2409.DCE,LH,DCE,2024-04-08,2024-08-06,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000924,LH2409.DCE,LH,DCE,2024-04-08,2024-08-06,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000922,LH2409.DCE,LH,DCE,2024-04-08,2024-08-06,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000926,LH2411.DCE,LH,DCE,2024-08-07,2024-10-09,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000927,LH2411.DCE,LH,DCE,2024-08-07,2024-10-09,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000925,LH2411.DCE,LH,DCE,2024-08-07,2024-10-09,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000929,LH2501.DCE,LH,DCE,2024-10-10,2024-12-13,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000930,LH2501.DCE,LH,DCE,2024-10-10,2024-12-13,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000928,LH2501.DCE,LH,DCE,2024-10-10,2024-12-13,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000932,LH2503.DCE,LH,DCE,2024-12-16,2025-02-07,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000933,LH2503.DCE,LH,DCE,2024-12-16,2025-02-07,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000931,LH2503.DCE,LH,DCE,2024-12-16,2025-02-07,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000935,LH2505.DCE,LH,DCE,2025-02-10,2025-04-09,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000936,LH2505.DCE,LH,DCE,2025-02-10,2025-04-09,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000934,LH2505.DCE,LH,DCE,2025-02-10,2025-04-09,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000938,LH2509.DCE,LH,DCE,2025-04-10,2025-08-05,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000939,LH2509.DCE,LH,DCE,2025-04-10,2025-08-05,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000937,LH2509.DCE,LH,DCE,2025-04-10,2025-08-05,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000941,LH2511.DCE,LH,DCE,2025-08-06,2025-10-15,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000942,LH2511.DCE,LH,DCE,2025-08-06,2025-10-15,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000940,LH2511.DCE,LH,DCE,2025-08-06,2025-10-15,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000944,LH2601.DCE,LH,DCE,2025-10-16,2025-12-05,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000945,LH2601.DCE,LH,DCE,2025-10-16,2025-12-05,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000943,LH2601.DCE,LH,DCE,2025-10-16,2025-12-05,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000947,LH2603.DCE,LH,DCE,2025-12-08,2026-02-03,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000948,LH2603.DCE,LH,DCE,2025-12-08,2026-02-03,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000946,LH2603.DCE,LH,DCE,2025-12-08,2026-02-03,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000950,LH2605.DCE,LH,DCE,2026-02-04,2026-04-15,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000951,LH2605.DCE,LH,DCE,2026-02-04,2026-04-15,close_today,1.0,0.0,成交金额比例（Tushare原值/1000）,proxy_same_as_open,https://tushare.pro/document/2?doc_id=141,,True,offset_today_fee字段为空；代理为同期普通交易费。
FEE-000949,LH2605.DCE,LH,DCE,2026-02-04,2026-04-15,open,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
FEE-000953,LH2607.DCE,LH,DCE,2026-04-16,2026-06-02,close_non_today,1.0,0.0,成交金额比例（Tushare原值/1000）,tushare_historical,https://tushare.pro/document/2?doc_id=141,,False,Tushare逐真实合约每日结算参数；开仓与非日内平仓采用同一交易费。
